id_igre,imena,rating,rezultat,st_potez,leto,poteze 
15509305,Magnus Carlsen vs. Viswanathan Anand,"(2835) , (2773)",1-0,76,2019,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6
15593273,Magnus Carlsen vs. Alexander Grischuk,"(2875) , (2775)",1-0,34,2019,1. d4 Nf6 2. c4 g6 3. Nc3 d5
14480953,Magnus Carlsen vs. Alexander Grischuk,"(2872) , (2777)",&frac12;-&frac12;,43,2019,1. d4 Nf6 2. c4 g6 3. Nc3 Bg7
15580475,Magnus Carlsen vs. Veselin Topalov,"(2861) , (2740)",&frac12;-&frac12;,41,2019,1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6
14460509,Ding Liren vs. Magnus Carlsen,"(2801) , (2870)",1-0,39,2019,1. d4 e6 2. c4 f5 3. g3 Nf6
15588447,Levon Aronian vs. Magnus Carlsen,"(2752) , (2875)",1-0,37,2019,1. d4 g6 2. e4 d6 3. Nf3 Nf6
15593273,Magnus Carlsen vs. Alexander Grischuk,"(2875) , (2775)",1-0,34,2019,1. d4 Nf6 2. c4 g6 3. Nc3 d5
14480953,Magnus Carlsen vs. Alexander Grischuk,"(2872) , (2777)",&frac12;-&frac12;,43,2019,1. d4 Nf6 2. c4 g6 3. Nc3 Bg7
15580475,Magnus Carlsen vs. Veselin Topalov,"(2861) , (2740)",&frac12;-&frac12;,41,2019,1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6
15593275,Magnus Carlsen vs. Shakhriyar Mamedyarov,"(2875) , (2774)",&frac12;-&frac12;,46,2019,1. d4 Nf6 2. c4 g6 3. Nc3 d5
14470973,Magnus Carlsen vs. Boris Savchenko,"(2872) , (2577)",1-0,63,2019,1. d4 d5 2. Nf3 c5 3. e3 cxd4
14460483,Magnus Carlsen vs. Hikaru Nakamura,"(2870) , (2741)",&frac12;-&frac12;,20,2019,1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6
14460515,Magnus Carlsen vs. Ian Nepomniachtchi,"(2870) , (2773)",&frac12;-&frac12;,10,2019,1. Nf3 c5 2. c3 d5 3. d4 cxd4
15689033,Magnus Carlsen vs. Yuriy Kuzubov,"(2876) , (2636)",1-0,52,2019,1. d4 Nf6 2. c4 e6 3. Nf3 d5
15662923,Magnus Carlsen vs. Ding Liren,"(2882) , (2805)",&frac12;-&frac12;,42,2019,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4
14458957,Magnus Carlsen vs. Ding Liren,"(2870) , (2801)",1-0,59,2019,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6
15580493,Magnus Carlsen vs. Ding Liren,"(2861) , (2805)",&frac12;-&frac12;,49,2019,1. d4 Nf6 2. c4 e6 3. Nf3 d5
15656527,Magnus Carlsen vs. Anish Giri,"(2882) , (2779)",&frac12;-&frac12;,36,2019,1. c4 Nf6 2. Nc3 e5 3. Nf3 Nc6
14460499,Magnus Carlsen vs. Pentala Harikrishna,"(2870) , (2731)",1-0,66,2019,1. d4 Nf6 2. c4 e6 3. Nf3 d5
15695189,Magnus Carlsen vs. Fabiano Caruana,"(2876) , (2812)",&frac12;-&frac12;,25,2019,1. c4 e5 2. Nc3 Nf6 3. Nf3 Nc6
14458965,Magnus Carlsen vs. Anish Giri,"(2870) , (2776)",&frac12;-&frac12;,40,2019,1. e4 c5 2. Nf3 d6 3. Bb5+ Bd7
15609177,Magnus Carlsen vs. Levon Aronian,"(2875) , (2752)",&frac12;-&frac12;,49,2019,1. d4 Nf6 2. c4 e6 3. Nf3 d5
15556699,Magnus Carlsen vs. Alexander Grischuk,"(2845) , (2771)",1-0,39,2019,1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6
15688795,Magnus Carlsen vs. Rustam Kasimdzhanov,"(2876) , (2657)",&frac12;-&frac12;,55,2019,1. c4 c5 2. g3 g6 3. Bg2 Bg7
15692437,Magnus Carlsen vs. Alan Pichot,"(2876) , (2590)",1-0,57,2019,1. d4 Nf6 2. Bf4 d5 3. e3 c5
15692439,Magnus Carlsen vs. Alan Pichot,"(2876) , (2590)",1-0,53,2019,1. e4 c5 2. Nf3 Nc6 3. Bb5 g6
15606061,Magnus Carlsen vs. Hikaru Nakamura,"(2875) , (2754)",1-0,43,2019,1. d4 Nf6 2. c4 e6 3. Nf3 d5
15580647,Magnus Carlsen vs. Sergey Karjakin,"(2861) , (2752)",1-0,68,2019,1. c4 Nf6 2. Nc3 e5 3. g3 Bb4
15656651,Magnus Carlsen vs. Sergey Karjakin,"(2882) , (2750)",1-0,29,2019,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4
15720141,Magnus Carlsen vs. Jose Fernando Cuenca Jimenez,"(2876) , (2523)",1-0,42,2019,1. d4 d5 2. c4 e6 3. Nc3 Nf6
15720145,Magnus Carlsen vs. Jose Fernando Cuenca Jimenez,"(2876) , (2523)",1-0,67,2019,1. c4 e6 2. Nc3 d5 3. d4 Nf6
15740385,Magnus Carlsen vs. Rauf Mamedov,"(2876) , (2645)",1-0,38,2019,1. e4 c5 2. Nf3 Nc6 3. Nc3 g6
15580643,Magnus Carlsen vs. Ding Liren,"(2861) , (2805)",&frac12;-&frac12;,36,2019,1. d4 Nf6 2. Nf3 d5 3. Bf4 c5
15647205,Magnus Carlsen vs. Shakhriyar Mamedyarov,"(2882) , (2764)",&frac12;-&frac12;,56,2019,1. d4 d5 2. c4 c5 3. cxd5 Qxd5
15587045,Magnus Carlsen vs. Viswanathan Anand,"(2861) , (2774)",1-0,31,2019,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4
15740391,Magnus Carlsen vs. Rauf Mamedov,"(2876) , (2645)",0-1,88,2019,1. d4 d5 2. c4 c6 3. Nf3 Nf6
15580647,Magnus Carlsen vs. Sergey Karjakin,"(2861) , (2752)",1-0,68,2019,1. c4 Nf6 2. Nc3 e5 3. g3 Bb4
15740393,Magnus Carlsen vs. Rauf Mamedov,"(2876) , (2645)",&frac12;-&frac12;,68,2019,1. d4 d5 2. c4 e6 3. Nc3 c5
15656691,Magnus Carlsen vs. Yu Yangyi,"(2882) , (2752)",0-1,25,2019,1. e4 e5 2. Nf3 Nf6 3. Nxe5 d6
15720139,Magnus Carlsen vs. Jose Fernando Cuenca Jimenez,"(2876) , (2523)",1-0,49,2019,1. e4 d6 2. d4 Nf6 3. Nc3 e5
15740405,Magnus Carlsen vs. Rauf Mamedov,"(2876) , (2645)",1-0,56,2019,1. e4 c5 2. Nf3 d6 3. Nc3 Nf6
15570421,Magnus Carlsen vs. Arkadij Naiditsch,"(2845) , (2695)",&frac12;-&frac12;,60,2019,1. c4 e5 2. Nc3 Nf6 3. Nf3 Nc6
15587061,Magnus Carlsen vs. Ding Liren,"(2861) , (2805)",&frac12;-&frac12;,44,2019,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4
15647735,Magnus Carlsen vs. Leinier Dominguez Perez,"(2882) , (2763)",1-0,30,2019,1. d4 d5 2. c4 e6 3. Nc3 Nf6
15580665,Magnus Carlsen vs. Wesley So,"(2861) , (2754)",&frac12;-&frac12;,74,2019,1. c4 c5 2. g3 g6 3. Bg2 Bg7
14479097,Magnus Carlsen vs. Leinier Dominguez Perez,"(2872) , (2758)",&frac12;-&frac12;,30,2019,1. d4 Nf6 2. c4 e6 3. Nf3 d5
15740411,Magnus Carlsen vs. Rauf Mamedov,"(2876) , (2645)",&frac12;-&frac12;,76,2019,1. e4 c5 2. Nf3 Nc6 3. Bb5 g6
15695355,Magnus Carlsen vs. Maxim Matlakov,"(2876) , (2716)",1-0,80,2019,1. d4 Nf6 2. c4 e6 3. Nf3 d5
15587067,Magnus Carlsen vs. Sergey Karjakin,"(2861) , (2752)",&frac12;-&frac12;,49,2019,1. d4 Nf6 2. Nf3 d5 3. g3 g6
15740413,Magnus Carlsen vs. Rauf Mamedov,"(2876) , (2645)",1-0,40,2019,1. e4 c5 2. Nf3 d6 3. Bb5+ Bd7
15580669,Magnus Carlsen vs. Wei Yi,"(2861) , (2736)",1-0,41,2019,1. d4 Nf6 2. Bg5 d5 3. e3 c5
15656651,Magnus Carlsen vs. Sergey Karjakin,"(2882) , (2750)",1-0,29,2019,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4
14471115,Magnus Carlsen vs. Aleksandr Shimanov,"(2872) , (2587)",1-0,41,2019,1. e4 c6 2. d4 d5 3. exd5 cxd5
15692443,Magnus Carlsen vs. Alan Pichot,"(2876) , (2590)",1-0,36,2019,1. c4 Nf6 2. g3 e6 3. Bg2 d5
15580589,Magnus Carlsen vs. Bassem Amin,"(2861) , (2704)",1-0,38,2019,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6
14467227,Magnus Carlsen vs. Maxime Vachier-Lagrave,"0 , 0",0-1,83,2019,1. e4 c5 2. Nf3 d6 3. d4 cxd4
15656651,Magnus Carlsen vs. Sergey Karjakin,"(2882) , (2750)",1-0,29,2019,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4
14470587,Magnus Carlsen vs. Viktor Laznicka,"(2872) , (2648)",1-0,44,2019,1. d4 d5 2. Nf3 Nf6 3. Bf4 Bf5
15506109,Magnus Carlsen vs. Richard Rapport,"(2835) , (2731)",1-0,40,2019,1. e4 c5 2. Nf3 e6 3. d4 cxd4
14477245,Magnus Carlsen vs. Daniil Dubov,"(2872) , (2690)",1-0,33,2019,1. c4 Nf6 2. Nc3 c5 3. g3 e6
14479551,Magnus Carlsen vs. Le Quang Liem,"(2872) , (2713)",1-0,32,2019,1. d4 d5 2. c4 dxc4 3. e4 Nf6
14467265,Magnus Carlsen vs. Levon Aronian,"(2872) , (2775)",1-0,55,2019,1. e4 c5 2. Nf3 d6 3. d4 cxd4
15647169,Magnus Carlsen vs. Maxime Vachier-Lagrave,"(2882) , (2778)",1-0,34,2019,1. d4 Nf6 2. c4 g6 3. Nc3 d5
15720131,Magnus Carlsen vs. Jose Fernando Cuenca Jimenez,"(2876) , (2523)",1-0,27,2019,1. d4 Nf6 2. Bg5 d5 3. Nd2 e6
14479813,Magnus Carlsen vs. Shakhriyar Mamedyarov,"(2872) , (2772)",1-0,33,2019,1. Nf3 Nf6 2. c4 e6 3. Nc3 d5
14471115,Magnus Carlsen vs. Aleksandr Shimanov,"(2872) , (2587)",1-0,41,2019,1. e4 c6 2. d4 d5 3. exd5 cxd5
15720139,Magnus Carlsen vs. Jose Fernando Cuenca Jimenez,"(2876) , (2523)",1-0,49,2019,1. e4 d6 2. d4 Nf6 3. Nc3 e5
15689033,Magnus Carlsen vs. Yuriy Kuzubov,"(2876) , (2636)",1-0,52,2019,1. d4 Nf6 2. c4 e6 3. Nf3 d5
15593325,Magnus Carlsen vs. Viswanathan Anand,"(2875) , (2767)",1-0,43,2019,1. c4 e5 2. Nc3 Bb4 3. Nd5 Be7
15662913,Magnus Carlsen vs. Ian Nepomniachtchi,"(2882) , (2774)",&frac12;-&frac12;,34,2019,1. d4 Nf6 2. c4 g6 3. Nc3 d5
14476301,Magnus Carlsen vs. Nodirbek Abdusattorov,"(2872) , (2635)",&frac12;-&frac12;,51,2019,1. d4 Nf6 2. Nf3 e6 3. Bg5 d5
15570457,Magnus Carlsen vs. Maxime Vachier-Lagrave,"(2845) , (2773)",1-0,43,2019,1. c4 c5 2. g3 g6 3. Bg2 Bg7
14470423,Magnus Carlsen vs. Wang Hao,"(2872) , (2756)",&frac12;-&frac12;,52,2019,1. d4 Nf6 2. Nf3 d5 3. Bf4 e6
15580433,Magnus Carlsen vs. Hikaru Nakamura,"(2861) , (2761)",&frac12;-&frac12;,32,2019,1. c4 Nf6 2. Nc3 e6 3. e4 d5
15662863,Magnus Carlsen vs. Fabiano Caruana,"(2882) , (2818)",&frac12;-&frac12;,43,2019,1. d4 Nf6 2. c4 e6 3. Nf3 d5
15713807,Magnus Carlsen vs. Maxime Vachier-Lagrave,"(2872) , (2780)",0-1,82,2019,1. e4 c5 2. Nf3 d6 3. d4 cxd4
15570447,Magnus Carlsen vs. Levon Aronian,"(2845) , (2763)",1-0,38,2019,1. d4 Nf6 2. c4 e6 3. Nf3 d5
14458889,Magnus Carlsen vs. Ian Nepomniachtchi,"(2870) , (2773)",1-0,44,2019,1. e4 c5 2. Nf3 d6 3. Bb5+ Nd7
15692831,Magnus Carlsen vs. Surya Shekhar Ganguly,"(2876) , (2658)",1-0,41,2019,1. e4 c5 2. Nf3 d6 3. d4 cxd4
15606023,Magnus Carlsen vs. Viswanathan Anand,"(2875) , (2767)",&frac12;-&frac12;,78,2019,1. d4 Nf6 2. c4 e6 3. Nf3 d5
14478595,Magnus Carlsen vs. Shakhriyar Mamedyarov,"(2872) , (2772)",1-0,40,2019,1. Nf3 Nf6 2. c4 e6 3. Nc3 d5
15503101,Ding Liren vs. Magnus Carlsen,"(2813) , (2835)",&frac12;-&frac12;,32,2019,1. Nf3 Nf6 2. g3 b5 3. d4 e6
15647743,Richard Rapport vs. Magnus Carlsen,"(2747) , (2882)",0-1,35,2019,1. Nf3 d5 2. g3 Bg4 3. Bg2 e6
15740411,Magnus Carlsen vs. Rauf Mamedov,"(2876) , (2645)",&frac12;-&frac12;,76,2019,1. e4 c5 2. Nf3 Nc6 3. Bb5 g6
15647717,Ding Liren vs. Magnus Carlsen,"(2805) , (2882)",1-0,45,2019,1. d4 Nf6 2. c4 e6 3. Nf3 d5
15740407,Rauf Mamedov vs. Magnus Carlsen,"(2645) , (2876)",0-1,47,2019,1. e4 d5 2. exd5 Qxd5 3. Nc3 Qd6
15656671,Shakhriyar Mamedyarov vs. Magnus Carlsen,"(2764) , (2882)",0-1,49,2019,1. e4 e5 2. Nc3 Nc6 3. g3 Bc5
14479291,Hikaru Nakamura vs. Magnus Carlsen,"(2736) , (2872)",&frac12;-&frac12;,22,2019,1. e4 c5 2. Nf3 Nc6 3. Bb5 g6
15580631,Veselin Topalov vs. Magnus Carlsen,"(2740) , (2861)",0-1,28,2019,1. e4 c5 2. Nf3 Nc6 3. d4 cxd4
15587067,Magnus Carlsen vs. Sergey Karjakin,"(2861) , (2752)",&frac12;-&frac12;,49,2019,1. d4 Nf6 2. Nf3 d5 3. g3 g6
15740413,Magnus Carlsen vs. Rauf Mamedov,"(2876) , (2645)",1-0,40,2019,1. e4 c5 2. Nf3 d6 3. Bb5+ Bd7
15580669,Magnus Carlsen vs. Wei Yi,"(2861) , (2736)",1-0,41,2019,1. d4 Nf6 2. Bg5 d5 3. e3 c5
14470843,Hrant Melkumyan vs. Magnus Carlsen,"(2668) , (2872)",&frac12;-&frac12;,39,2019,1. d4 Nf6 2. c4 e6 3. Nf3 d5
15656635,Maxime Vachier-Lagrave vs. Magnus Carlsen,"(2778) , (2882)",&frac12;-&frac12;,55,2019,1. e4 c5 2. Nf3 Nc6 3. c3 Nf6
15695355,Magnus Carlsen vs. Maxim Matlakov,"(2876) , (2716)",1-0,80,2019,1. d4 Nf6 2. c4 e6 3. Nf3 d5
14467257,Levon Aronian vs. Magnus Carlsen,"(2775) , (2872)",&frac12;-&frac12;,56,2019,1. d4 e6 2. e4 d5 3. Nc3 Bb4
15588545,Fabiano Caruana vs. Magnus Carlsen,"(2819) , (2875)",0-1,38,2019,1. e4 g6 2. d4 Nf6 3. e5 Nh5
15720135,Jose Fernando Cuenca Jimenez vs. Magnus Carlsen,"(2523) , (2876)",0-1,29,2019,1. e4 d5 2. exd5 Qxd5 3. Nc3 Qd6
15720137,Jose Fernando Cuenca Jimenez vs. Magnus Carlsen,"(2523) , (2876)",0-1,51,2019,1. e4 c6 2. c4 g6 3. Nc3 Bg7
15580619,Maxime Vachier-Lagrave vs. Magnus Carlsen,"(2780) , (2861)",1-0,55,2019,1. c4 c5 2. Nf3 Nf6 3. Nc3 e6
15720143,Jose Fernando Cuenca Jimenez vs. Magnus Carlsen,"(2523) , (2876)",0-1,52,2019,1. e4 g6 2. d4 Bg7 3. Nc3 d6
15647185,Sergey Karjakin vs. Magnus Carlsen,"(2750) , (2882)",1-0,53,2019,1. d4 Nf6 2. c4 e6 3. Nf3 Bb4+
15695829,Wang Hao vs. Magnus Carlsen,"(2726) , (2876)",&frac12;-&frac12;,31,2019,1. d4 d5 2. c4 e6 3. Nf3 Nf6
14478017,Maxim Matlakov vs. Magnus Carlsen,"(2699) , (2872)",0-1,36,2019,1. d4 Nf6 2. c4 e6 3. Nf3 d5
15720149,Jose Fernando Cuenca Jimenez vs. Magnus Carlsen,"(2523) , (2876)",&frac12;-&frac12;,79,2019,1. Nf3 d5 2. d4 Bf5 3. e3 e6
14285365,Ilya Dudukin vs. Magnus Carlsen,"(2396) , (2834)",0-1,42,2018,1. Nf3 d5 2. d4 a6 3. a4 Bf5
14606631,Fabiano Caruana vs. Magnus Carlsen,"(2832) , (2835)",&frac12;-&frac12;,34,2018,1. e4 c5 2. Nf3 Nc6 3. Bb5 g6
15272747,Adam Tukhaev vs. Magnus Carlsen,"(2527) , (2835)",1-0,72,2018,1. e4 c5 2. Nf3 Nc6 3. d4 cxd4
14340657,Shakhriyar Mamedyarov vs. Magnus Carlsen,"(2814) , (2843)",&frac12;-&frac12;,41,2018,1. d4 Nf6 2. c4 g6 3. Nc3 Bg7
14346289,Sergey Karjakin vs. Magnus Carlsen,"(2778) , (2843)",&frac12;-&frac12;,30,2018,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6
14606657,Fabiano Caruana vs. Magnus Carlsen,"(2832) , (2835)",&frac12;-&frac12;,38,2018,1. e4 c5 2. Nf3 Nc6 3. d4 cxd4
14314551,Suri Vaibhav vs. Magnus Carlsen,"(2542) , (2834)",0-1,25,2018,1. e4 d5 2. exd5 Nf6 3. d4 Bg4
15246905,Andrew Tang vs. Magnus Carlsen,"(2487) , (2835)",0-1,41,2018,1. d4 d5 2. Bf4 Nf6 3. e3 e6
14406203,Nico Georgiadis vs. Magnus Carlsen,"(2526) , (2842)",&frac12;-&frac12;,58,2018,1. e4 e6 2. d4 d5 3. Nc3 Bb4
14332741,Georg Meier vs. Magnus Carlsen,"(2648) , (2843)",&frac12;-&frac12;,43,2018,1. d4 Nf6 2. c4 e6 3. Nf3 d5
14971685,Hrant Melkumyan vs. Magnus Carlsen,"(2670) , (2835)",0-1,65,2018,1. d4 d5 2. c4 e6 3. Nf3 a6
14297639,Maxime Vachier-Lagrave vs. Magnus Carlsen,"(2793) , (2834)",&frac12;-&frac12;,41,2018,1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6
14432267,Levon Aronian vs. Magnus Carlsen,"(2767) , (2842)",&frac12;-&frac12;,38,2018,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5
15345697,Sergei Zhigalko vs. Magnus Carlsen,"(2604) , (2835)",&frac12;-&frac12;,49,2018,1. e4 c5 2. Nf3 Nc6 3. c3 Nf6
15010847,Hikaru Nakamura vs. Magnus Carlsen,"(2781) , (2843)",&frac12;-&frac12;,6,2018,1. e3 f5 2. b4 Nf6 3. a4 g6
14605597,Fabiano Caruana vs. Magnus Carlsen,"(2832) , (2835)",0-1,28,2018,1. e4 c5 2. Nf3 Nc6 3. d4 cxd4
14605591,Fabiano Caruana vs. Magnus Carlsen,"(2832) , (2835)",&frac12;-&frac12;,31,2018,1. e4 c5 2. Nf3 Nc6 3. d4 cxd4
14308631,Eric Hansen vs. Magnus Carlsen,"(2629) , (2834)",0-1,34,2018,1. e4 g6 2. d4 Bg7 3. Nf3 d6
15238419,Peter Svidler vs. Magnus Carlsen,"(2756) , (2839)",&frac12;-&frac12;,58,2018,1. e4 c6 2. d4 d5 3. Nd2 dxe4
14310159,Aleksandr Shimanov vs. Magnus Carlsen,"(2641) , (2834)",&frac12;-&frac12;,55,2018,1. d4 f5 2. Nc3 d5 3. Bf4 a6
15041805,Grigoriy Oparin vs. Magnus Carlsen,"(2613) , (2835)",0-1,41,2018,1. Nf3 d5 2. g3 c6 3. Bg2 Bf5
14750731,Sergey Grigoriants vs. Magnus Carlsen,"(2540) , (2835)",&frac12;-&frac12;,69,2018,1. Nf3 d5 2. d4 a6 3. Bf4 e6
14285065,Shakhriyar Mamedyarov vs. Magnus Carlsen,"(2804) , (2834)",&frac12;-&frac12;,38,2018,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4
14332679,Viswanathan Anand vs. Magnus Carlsen,"(2776) , (2843)",&frac12;-&frac12;,41,2018,1. e4 c5 2. Nf3 d6 3. d4 cxd4
14839557,Sergey Karjakin vs. Magnus Carlsen,"(2782) , (2843)",&frac12;-&frac12;,41,2018,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6
14278981,Baskaran Adhiban vs. Magnus Carlsen,"(2655) , (2834)",0-1,36,2018,1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6
14340677,Rauf Mamedov vs. Magnus Carlsen,"(2704) , (2843)",&frac12;-&frac12;,51,2018,1. e4 d6 2. d4 Nf6 3. Nc3 g6
14515277,Dmitry Andreikin vs. Magnus Carlsen,"(2719) , (2835)",&frac12;-&frac12;,76,2018,1. e4 c5 2. Nc3 Nc6 3. Bb5 Nd4
14346309,Anish Giri vs. Magnus Carlsen,"(2777) , (2843)",0-1,43,2018,1. c4 e5 2. Nc3 Nf6 3. Nf3 Nc6
14412767,Shakhriyar Mamedyarov vs. Magnus Carlsen,"(2801) , (2842)",1-0,57,2018,1. d4 Nf6 2. c4 g6 3. g3 Bg7
14432195,Alexander Grischuk vs. Magnus Carlsen,"(2766) , (2842)",&frac12;-&frac12;,34,2018,1. Nf3 Nf6 2. g3 g6 3. Bg2 Bg7
14525389,Levon Aronian vs. Magnus Carlsen,"(2765) , (2835)",0-1,89,2018,1. e4 c5 2. Nf3 Nc6 3. Nc3 e5
14946511,Shakhriyar Mamedyarov vs. Magnus Carlsen,"(2820) , (2839)",&frac12;-&frac12;,30,2018,1. d4 Nf6 2. c4 e6 3. Nf3 d5
14293199,Tor Fredrik Kaasen vs. Magnus Carlsen,"(2340) , (2834)",0-1,35,2018,1. e4 e6 2. d4 d5 3. Nc3 Nc6
14285009,Anish Giri vs. Magnus Carlsen,"(2752) , (2834)",&frac12;-&frac12;,38,2018,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5
14432215,Shakhriyar Mamedyarov vs. Magnus Carlsen,"(2801) , (2842)",&frac12;-&frac12;,58,2018,1. d4 Nf6 2. c4 g6 3. Nf3 Bg7
14272471,Hikaru Nakamura vs. Magnus Carlsen,"(2786) , (2832)",0-1,47,2018,1. d4 Nf6 2. Bf4 b6 3. Nf3 Bb7
14738903,Saveliy Golubov vs. Magnus Carlsen,"(2482) , (2835)",0-1,47,2018,1. d4 d5 2. Nf3 Nf6 3. Bf4 e6
14272473,Hikaru Nakamura vs. Magnus Carlsen,"(2786) , (2832)",1-0,42,2018,1. d4 Nf6 2. c4 e6 3. Nf3 d5
14426331,Maxime Vachier-Lagrave vs. Magnus Carlsen,"(2779) , (2842)",&frac12;-&frac12;,37,2018,1. e4 c5 2. Nf3 Nc6 3. Nc3 e5
15319259,Wang Hao vs. Magnus Carlsen,"(2730) , (2835)",0-1,36,2018,1. e4 c5 2. Nf3 Nc6 3. Bb5 g6
14671325,Daniil Dubov vs. Magnus Carlsen,"(2703) , (2835)",&frac12;-&frac12;,26,2018,1. c4 e6 2. Nf3 d5 3. d4 c6
14282461,Anish Giri vs. Magnus Carlsen,"(2752) , (2834)",&frac12;-&frac12;,31,2018,1. e4 e6 2. d4 d5 3. Nc3 Bb4
14272481,Hikaru Nakamura vs. Magnus Carlsen,"(2786) , (2832)",0-1,36,2018,1. d4 d5 2. c4 c6 3. Nf3 Nf6
14362555,Wesley So vs. Magnus Carlsen,"(2778) , (2843)",1-0,44,2018,1. d4 d5 2. c4 c6 3. cxd5 cxd5
14406113,David Navara vs. Magnus Carlsen,"(2741) , (2842)",&frac12;-&frac12;,45,2018,1. d4 Nf6 2. c4 e6 3. Nf3 d5
14297573,Robert Fontaine vs. Magnus Carlsen,"(2563) , (2834)",0-1,52,2018,1. e4 e6 2. d4 d5 3. Bd3 c5
14272485,Hikaru Nakamura vs. Magnus Carlsen,"(2786) , (2832)",0-1,70,2018,1. e4 e5 2. Nf3 Nc6 3. d4 exd4
14297835,Tuan Minh Tran vs. Magnus Carlsen,"(2548) , (2834)",0-1,35,2018,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4
14272491,Hikaru Nakamura vs. Magnus Carlsen,"(2786) , (2832)",0-1,66,2018,1. b3 Nf6 2. Bb2 g6 3. Nf3 Bg7
14272495,Hikaru Nakamura vs. Magnus Carlsen,"(2786) , (2832)",&frac12;-&frac12;,65,2018,1. b3 Nf6 2. Bb2 g6 3. Nf3 Bg7
14406127,Peter Svidler vs. Magnus Carlsen,"(2753) , (2842)",&frac12;-&frac12;,36,2018,1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6
14332661,Arkadij Naiditsch vs. Magnus Carlsen,"(2701) , (2843)",0-1,42,2018,1. e4 c5 2. Nf3 d6 3. d4 cxd4
14272501,Hikaru Nakamura vs. Magnus Carlsen,"(2786) , (2832)",&frac12;-&frac12;,40,2018,1. b3 e5 2. Bb2 d6 3. e3 g6
14272503,Hikaru Nakamura vs. Magnus Carlsen,"(2786) , (2832)",&frac12;-&frac12;,94,2018,1. e4 c5 2. Nc3 Nc6 3. Nf3 g6
14272507,Hikaru Nakamura vs. Magnus Carlsen,"(2786) , (2832)",0-1,48,2018,1. d4 d5 2. Nf3 c6 3. c4 Nf6
14340603,Teimour Radjabov vs. Magnus Carlsen,"(2748) , (2843)",&frac12;-&frac12;,19,2018,1. d4 d5 2. c4 c6 3. Nc3 Nf6
14365181,Maxime Vachier-Lagrave vs. Magnus Carlsen,"(2789) , (2843)",&frac12;-&frac12;,17,2018,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6
14284991,Sergey Karjakin vs. Magnus Carlsen,"(2753) , (2834)",&frac12;-&frac12;,34,2018,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6
14946491,Shakhriyar Mamedyarov vs. Magnus Carlsen,"(2817) , (2835)",0-1,59,2018,1. d4 d5 2. c4 e6 3. Nf3 a6
14308167,Evgenij Miroshnichenko vs. Magnus Carlsen,"(2606) , (2834)",0-1,19,2018,1. Nf3 b5 2. e4 a6 3. d4 Bb7
15351921,Oleksandr Zoubov vs. Magnus Carlsen,"(2597) , (2835)",1-0,66,2018,1. d4 d5 2. c4 e6 3. Nc3 Bb4
14362441,Hikaru Nakamura vs. Magnus Carlsen,"(2769) , (2843)",&frac12;-&frac12;,38,2018,1. d4 g6 2. e4 d6 3. Nc3 Bg7
14308175,Rauf Mamedov vs. Magnus Carlsen,"(2709) , (2834)",0-1,38,2018,1. e4 d5 2. exd5 Qxd5 3. Nc3 Qd6
14318927,Ottomar Ladva vs. Magnus Carlsen,"(2522) , (2834)",&frac12;-&frac12;,103,2018,1. d4 c6 2. Nf3 Na6 3. e4 g6
14285137,Viswanathan Anand vs. Magnus Carlsen,"(2767) , (2834)",&frac12;-&frac12;,32,2018,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6
14326103,Fabiano Caruana vs. Magnus Carlsen,"(2784) , (2843)",&frac12;-&frac12;,59,2018,1. d4 Nf6 2. c4 g6 3. Nf3 Bg7
14293337,Roeland Pruijssers vs. Magnus Carlsen,"(2536) , (2834)",0-1,41,2018,1. e4 e5 2. Nf3 Nc6 3. Bc4 Be7
14318683,Sander Kukk vs. Magnus Carlsen,"(2178) , (2834)",0-1,45,2018,1. b3 a5 2. a4 e5 3. Bb2 f6
14606689,Fabiano Caruana vs. Magnus Carlsen,"(2832) , (2835)",&frac12;-&frac12;,54,2018,1. e4 c5 2. Nf3 Nc6 3. d4 cxd4
