id_igre,imena,rating,rezultat,st_potez,leto,poteze 
13974063,Magnus Carlsen vs. Alexander Grischuk,"(2857) , (2754)",1-0,56,2016,1. e4 c6 2. d4 d5 3. exd5 cxd5
13974061,Magnus Carlsen vs. Alexander Grischuk,"(2857) , (2754)",&frac12;-&frac12;,38,2016,1. e4 c5 2. Nf3 d6 3. d4 cxd4
13891367,Magnus Carlsen vs. Ding Liren,"(2844) , (2766)",&frac12;-&frac12;,99,2016,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6
14052903,Magnus Carlsen vs. Alexander Grischuk,"(2840) , (2737)",&frac12;-&frac12;,15,2016,1. e4 c5 2. Nf3 d6 3. d4 cxd4
14018085,Magnus Carlsen vs. Hikaru Nakamura,"(2853) , (2787)",1-0,42,2016,1. Nf3 Nf6 2. g3 g6 3. Bg2 Bg7
13511969,Magnus Carlsen vs. Fabiano Caruana,"(2855) , (2804)",0-1,54,2016,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6
14018077,Magnus Carlsen vs. Hikaru Nakamura,"(2853) , (2787)",&frac12;-&frac12;,77,2016,1. e4 c5 2. Nf3 d6 3. Bb5+ Bd7
14018073,Magnus Carlsen vs. Hikaru Nakamura,"(2853) , (2787)",1-0,40,2016,1. e4 Nf6 2. e5 Nd5 3. Nf3 Nb6
13974075,Magnus Carlsen vs. Alexander Grischuk,"(2857) , (2754)",0-1,67,2016,1. d4 Nf6 2. Nf3 g6 3. g3 c5
14018071,Magnus Carlsen vs. Hikaru Nakamura,"(2853) , (2787)",&frac12;-&frac12;,102,2016,1. Nf3 g6 2. g3 Bg7 3. d4 d5
14018067,Magnus Carlsen vs. Hikaru Nakamura,"(2853) , (2787)",1-0,27,2016,1. d4 g6 2. e4 Bg7 3. Nf3 d6
14018063,Magnus Carlsen vs. Hikaru Nakamura,"(2853) , (2787)",1-0,61,2016,1. Nf3 d5 2. g3 g6 3. c4 dxc4
14049039,Magnus Carlsen vs. Surya Shekhar Ganguly,"(2840) , (2668)",&frac12;-&frac12;,40,2016,1. e3 d5 2. c4 e6 3. Nf3 Nf6
14051853,Magnus Carlsen vs. A R Saleh Salem,"(2840) , (2656)",1-0,24,2016,1. d4 Nf6 2. Nf3 g6 3. Nc3 d5
13507085,Magnus Carlsen vs. Anish Giri,"(2855) , (2782)",&frac12;-&frac12;,28,2016,1. e4 e5 2. Bc4 Nf6 3. d3 Nc6
14026507,Magnus Carlsen vs. Sergey Karjakin,"(2853) , (2772)",&frac12;-&frac12;,51,2016,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5
14018057,Magnus Carlsen vs. Hikaru Nakamura,"(2853) , (2787)",0-1,51,2016,1. Nf3 d5 2. g3 g6 3. Bg2 Bg7
14026505,Magnus Carlsen vs. Sergey Karjakin,"(2853) , (2772)",&frac12;-&frac12;,78,2016,1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6
14018053,Magnus Carlsen vs. Hikaru Nakamura,"(2853) , (2787)",1-0,40,2016,1. Nf3 d5 2. g3 g6 3. Bg2 Bg7
13907205,Magnus Carlsen vs. Nils Grandelius,"(2851) , (2649)",1-0,38,2016,1. e4 c5 2. Nf3 Nf6 3. e5 Nd5
13507075,Magnus Carlsen vs. Hikaru Nakamura,"(2855) , (2787)",&frac12;-&frac12;,35,2016,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4
14018049,Magnus Carlsen vs. Hikaru Nakamura,"(2853) , (2787)",0-1,41,2016,1. Nf3 Nf6 2. d4 e6 3. Bg5 c5
13994837,Magnus Carlsen vs. Ben Berkowitz,"(2857) , (2855)",1-0,25,2016,1. c4 Nf6 2. Nc3 e6 3. d4 Bb4
13511729,Magnus Carlsen vs. Hikaru Nakamura,"(2787) , (2851)",&frac12;-&frac12;,58,2016,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4
13515667,Magnus Carlsen vs. Tigran L Petrosian,"(2611) , (2851)",1-0,34,2016,1. e4 Nc6 2. Nf3 d6 3. d4 Nf6
13876593,Magnus Carlsen vs. Pentala Harikrishna,"(2763) , (2851)",1-0,43,2016,1. e4 c5 2. Nf3 e6 3. d4 cxd4
13876369,Magnus Carlsen vs. Chao Li b,"(2755) , (2851)",1-0,53,2016,1. c4 g6 2. Nf3 Bg7 3. g3 Nf6
13515665,Magnus Carlsen vs. Tigran L Petrosian,"(2611) , (2840)",&frac12;-&frac12;,102,2016,1. d4 d6 2. e4 Nf6 3. Nc3 g6
14050447,Magnus Carlsen vs. Benjamin Bok,"(2598) , (2840)",1-0,36,2016,1. d4 Nf6 2. Bf4 d5 3. e3 c5
14053261,Magnus Carlsen vs. Marin Bosiocic,"(2591) , (2855)",1-0,25,2016,1. d4 d5 2. Bf4 Nf6 3. e3 c5
13511819,Magnus Carlsen vs. Vladimir Kramnik,"(2812) , (2840)",&frac12;-&frac12;,66,2016,1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6
14049417,Magnus Carlsen vs. Shakhriyar Mamedyarov,"(2768) , (2840)",1-0,53,2016,1. e4 c6 2. d4 d5 3. exd5 cxd5
14048649,Magnus Carlsen vs. Ernesto Inarkiev,"(2709) , (2851)",1-0,41,2016,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5
13515657,Magnus Carlsen vs. Tigran L Petrosian,"(2611) , (2851)",1-0,31,2016,1. e4 g6 2. d4 Bg7 3. Nf3 d6
13876345,Magnus Carlsen vs. Vladimir Kramnik,"(2801) , (2840)",1-0,35,2016,1. c4 e6 2. Nc3 d5 3. d4 Nf6
14049913,Magnus Carlsen vs. Anton Korobov,"(2692) , (2855)",0-1,23,2016,1. d4 d5 2. Bf4 c5 3. e3 Nc6
13511797,Magnus Carlsen vs. Veselin Topalov,"(2761) , (2853)",1-0,36,2016,1. d4 Nf6 2. c4 g6 3. Nc3 d5
14029683,Magnus Carlsen vs. Sergey Karjakin,"(2772) , (2851)",1-0,75,2016,1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6
13515633,Magnus Carlsen vs. Tigran L Petrosian,"(2611) , (2855)",1-0,52,2016,1. e4 d6 2. d4 g6 3. Nf3 Bg7
13511769,Magnus Carlsen vs. Anish Giri,"(2782) , (2857)",0-1,39,2016,1. e4 c5 2. Nc3 d6 3. f4 Nc6
13984879,Magnus Carlsen vs. Julio Catalino Sadorra,"(2560) , (2853)",&frac12;-&frac12;,41,2016,1. e4 e6 2. Nf3 d5 3. exd5 exd5
14029679,Magnus Carlsen vs. Sergey Karjakin,"(2772) , (2851)",&frac12;-&frac12;,30,2016,1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6
13515629,Magnus Carlsen vs. Tigran L Petrosian,"(2611) , (2855)",1-0,41,2016,1. e4 c5 2. Nf3 d6 3. d4 cxd4
13507181,Magnus Carlsen vs. Wesley So,"(2770) , (2855)",0-1,58,2016,1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6
13937003,Magnus Carlsen vs. Wesley So,"(2770) , (2851)",1-0,26,2016,1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6
13515627,Magnus Carlsen vs. Tigran L Petrosian,"(2611) , (2855)",1-0,47,2016,1. e4 c5 2. Nf3 d6 3. d4 cxd4
13506923,Magnus Carlsen vs. Vladimir Kramnik,"(2812) , 0",1-0,32,2016,1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6
13279425,Magnus Carlsen vs. Hou Yifan,"(2844) , (2673)",1-0,54,2016,1. e4 e5 2. Nf3 Nf6 3. Nxe5 d6
13944257,Magnus Carlsen vs. Anish Giri,"(2855) , (2785)",1-0,45,2016,1. d4 d5 2. Bf4 Bf5 3. e3 e6
13982915,Magnus Carlsen vs. Luc Winants,"(2857) , (2558)",1-0,39,2016,1. d4 Nf6 2. c4 e6 3. Nf3 Bb4+
14034887,Magnus Carlsen vs. Sergey Karjakin,"(2853) , (2772)",&frac12;-&frac12;,84,2016,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5
13507017,Magnus Carlsen vs. Fabiano Caruana,"(2855) , (2804)",&frac12;-&frac12;,68,2016,1. e4 c5 2. Nf3 e6 3. c4 Nc6
14052809,Magnus Carlsen vs. Vassily Ivanchuk,"(2840) , (2747)",0-1,51,2016,1. e4 c5 2. Nf3 Nc6 3. Bb5 e6
14034891,Magnus Carlsen vs. Sergey Karjakin,"(2853) , (2772)",1-0,50,2016,1. e4 c5 2. Nf3 d6 3. d4 cxd4
13507019,Magnus Carlsen vs. Levon Aronian,"(2855) , (2792)",1-0,29,2016,1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6
13279397,Viswanathan Anand vs. Magnus Carlsen,"(2816) , (2853)",&frac12;-&frac12;,36,2015,1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6
13773475,Fabiano Caruana vs. Magnus Carlsen,"(2805) , (2876)",&frac12;-&frac12;,63,2015,1. e4 d5 2. exd5 Qxd5 3. Nc3 Qa5
13748093,Fabiano Caruana vs. Magnus Carlsen,"(2802) , (2863)",0-1,52,2015,1. d4 f5 2. g3 Nf6 3. Bg2 e6
13715545,Arkadij Naiditsch vs. Magnus Carlsen,"(2706) , (2865)",&frac12;-&frac12;,68,2015,1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6
13715547,Arkadij Naiditsch vs. Magnus Carlsen,"(2706) , (2865)",1-0,68,2015,1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6
13856351,Sergei Zhigalko vs. Magnus Carlsen,"(2656) , (2850)",0-1,44,2015,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6
13700961,Anish Giri vs. Magnus Carlsen,"(2784) , (2862)",&frac12;-&frac12;,30,2015,1. d4 g6 2. c4 Bg7 3. e4 d6
13848681,Tigran L Petrosian vs. Magnus Carlsen,"(2625) , (2850)",&frac12;-&frac12;,55,2015,1. Nf3 d5 2. g3 Nf6 3. Bg2 c6
13279851,Viswanathan Anand vs. Magnus Carlsen,"(2796) , (2834)",&frac12;-&frac12;,56,2015,1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6
13861487,Yu Yangyi vs. Magnus Carlsen,"(2736) , (2834)",0-1,16,2015,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4
13864815,Jan-Krzysztof Duda vs. Magnus Carlsen,"(2663) , (2834)",0-1,42,2015,1. e4 c5 2. Nf3 d6 3. d4 cxd4
13715571,Arkadij Naiditsch vs. Magnus Carlsen,"(2706) , (2865)",1-0,61,2015,1. e4 g6 2. d4 Bg7 3. Nc3 d6
13715573,Viswanathan Anand vs. Magnus Carlsen,"(2797) , (2865)",0-1,36,2015,1. d4 f5 2. g3 Nf6 3. Bg2 e6
13773433,Viswanathan Anand vs. Magnus Carlsen,"(2804) , (2876)",0-1,48,2015,1. e4 e5 2. Nf3 Nc6 3. Bb5 g6
13828221,Ehsan Ghaem Maghami vs. Magnus Carlsen,"(2596) , (2850)",&frac12;-&frac12;,80,2015,1. c4 Nf6 2. Nc3 e5 3. Nf3 Nc6
13874815,Levon Aronian vs. Magnus Carlsen,"(2788) , (2834)",&frac12;-&frac12;,40,2015,1. c4 Nf6 2. Nc3 c5 3. Nf3 e6
13710673,Levon Aronian vs. Magnus Carlsen,"(2777) , (2865)",&frac12;-&frac12;,64,2015,1. c4 e6 2. Nc3 d5 3. d4 Nf6
13715585,Fabiano Caruana vs. Magnus Carlsen,"(2811) , (2865)",&frac12;-&frac12;,26,2015,1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6
13279875,Maxime Vachier-Lagrave vs. Magnus Carlsen,"(2773) , (2834)",&frac12;-&frac12;,28,2015,1. e4 c5 2. Nf3 Nc6 3. d4 cxd4
13748101,Michael Adams vs. Magnus Carlsen,"(2745) , (2863)",&frac12;-&frac12;,38,2015,1. e4 e5 2. Nf3 Nc6 3. Bb5 g6
13773453,Alexander Grischuk vs. Magnus Carlsen,"(2781) , (2876)",1-0,54,2015,1. d4 f5 2. g3 e6 3. Bg2 Nf6
13874831,Anish Giri vs. Magnus Carlsen,"(2784) , (2834)",&frac12;-&frac12;,53,2015,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6
13855633,Shakhriyar Mamedyarov vs. Magnus Carlsen,"(2736) , (2850)",&frac12;-&frac12;,54,2015,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4
13845907,Yuri Vovk vs. Magnus Carlsen,"(2617) , (2850)",&frac12;-&frac12;,94,2015,1. d4 d5 2. c4 e6 3. Nf3 a6
13704621,Baadur Jobava vs. Magnus Carlsen,"(2727) , (2862)",0-1,50,2015,1. b3 g6 2. Bb2 Nf6 3. Nc3 Bg7
13846681,Sergei Zhigalko vs. Magnus Carlsen,"(2656) , (2850)",&frac12;-&frac12;,32,2015,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5
13773473,Veselin Topalov vs. Magnus Carlsen,"(2798) , (2876)",0-1,38,2015,1. d4 g6 2. e4 Bg7 3. Bc4 c6
13776545,Maxime Vachier-Lagrave vs. Magnus Carlsen,"(2723) , (2876)",&frac12;-&frac12;,17,2015,1. d4 Nf6 2. c4 e6 3. Nf3 d5
13874849,Veselin Topalov vs. Magnus Carlsen,"(2803) , (2834)",&frac12;-&frac12;,97,2015,1. d4 Nf6 2. c4 e6 3. Nf3 d5
13827489,Radoslaw Wojtaszek vs. Magnus Carlsen,"(2734) , (2850)",0-1,57,2015,1. d4 e6 2. c4 f5 3. g3 Nf6
13847891,Dmitry Andreikin vs. Magnus Carlsen,"(2720) , (2850)",0-1,33,2015,1. Nc3 Nf6 2. e4 e5 3. Nf3 Nc6
13749835,Wesley So vs. Magnus Carlsen,"(2788) , (2863)",&frac12;-&frac12;,41,2015,1. c4 e5 2. Nc3 Nf6 3. Nf3 Nc6
13775865,Fabiano Caruana vs. Magnus Carlsen,"(2805) , (2876)",1-0,45,2015,1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6
13827507,Yuriy Kryvoruchko vs. Magnus Carlsen,"(2710) , (2850)",&frac12;-&frac12;,38,2015,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5
13704697,Loek van Wely vs. Magnus Carlsen,"(2667) , (2862)",0-1,44,2015,1. d4 Nf6 2. c4 g6 3. Nf3 Bg7
13847287,Vladimir Kramnik vs. Magnus Carlsen,"(2777) , (2850)",&frac12;-&frac12;,51,2015,1. Nf3 d5 2. g3 g6 3. c4 c6
13826541,Levon Aronian vs. Magnus Carlsen,"(2765) , (2853)",&frac12;-&frac12;,32,2015,1. c4 e5 2. Nc3 Nf6 3. Nf3 Nc6
13288429,Liviu-Dieter Nisipeanu vs. Magnus Carlsen,"(2683) , (2850)",&frac12;-&frac12;,44,2015,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6
13870829,Aravindh Chithambaram vs. Magnus Carlsen,"(2486) , (2834)",0-1,37,2015,1. e4 c5 2. b3 g6 3. Bb2 Nf6
13855969,Leinier Dominguez Perez vs. Magnus Carlsen,"(2732) , (2850)",&frac12;-&frac12;,28,2015,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6
13845715,Boris Gelfand vs. Magnus Carlsen,"(2741) , (2850)",0-1,50,2015,1. d4 e6 2. c4 f5 3. g3 Nf6
13864401,Wesley So vs. Magnus Carlsen,"(2775) , (2834)",&frac12;-&frac12;,39,2015,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6
13704653,Fabiano Caruana vs. Magnus Carlsen,"(2820) , (2862)",0-1,39,2015,1. e4 c5 2. Nf3 Nc6 3. Bb5 g6
13849289,Predrag Nikolic vs. Magnus Carlsen,"(2603) , (2850)",0-1,22,2015,1. d4 d5 2. c4 e6 3. Nf3 a6
13773513,Anish Giri vs. Magnus Carlsen,"(2773) , (2876)",&frac12;-&frac12;,59,2015,1. e4 e5 2. Nf3 Nc6 3. Bb5 g6
13874871,Maxime Vachier-Lagrave vs. Magnus Carlsen,"(2773) , (2834)",&frac12;-&frac12;,51,2015,1. c4 Nf6 2. Nc3 c5 3. Nf3 e6
13776567,Jon Ludvig Hammer vs. Magnus Carlsen,"(2677) , (2876)",1-0,34,2015,1. d4 d5 2. c4 e6 3. Nf3 a6
13748143,Viswanathan Anand vs. Magnus Carlsen,"(2791) , (2863)",&frac12;-&frac12;,53,2015,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6
13284679,Sune Berg Hansen vs. Magnus Carlsen,"(2566) , (2850)",&frac12;-&frac12;,43,2015,1. d4 Nf6 2. c4 e6 3. Nf3 d5
13288717,Peter Leko vs. Magnus Carlsen,"(2708) , (2850)",0-1,41,2015,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6
13827853,Francisco Vallejo Pons vs. Magnus Carlsen,"(2684) , (2850)",0-1,48,2015,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6
13846799,Teimour Radjabov vs. Magnus Carlsen,"(2738) , (2850)",1-0,41,2015,1. Nf3 d5 2. d4 a6 3. e3 Nf6
13826575,Fabiano Caruana vs. Magnus Carlsen,"(2808) , (2853)",0-1,40,2015,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6
13775889,Viswanathan Anand vs. Magnus Carlsen,"(2804) , (2876)",1-0,47,2015,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6
13826577,Anish Giri vs. Magnus Carlsen,"(2793) , (2853)",&frac12;-&frac12;,31,2015,1. e4 c5 2. Nf3 Nc6 3. d4 cxd4
13847589,Bartosz Socko vs. Magnus Carlsen,"(2599) , (2850)",0-1,27,2015,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5
13863973,Shakhriyar Mamedyarov vs. Magnus Carlsen,"(2748) , (2834)",0-1,25,2015,1. d4 Nf6 2. c4 e6 3. Nf3 d5
13709095,Ding Liren vs. Magnus Carlsen,"(2732) , (2862)",&frac12;-&frac12;,36,2015,1. d4 Nf6 2. c4 e6 3. Nf3 d5
13749811,Anish Giri vs. Magnus Carlsen,"(2790) , (2863)",&frac12;-&frac12;,37,2015,1. d4 e6 2. c4 Nf6 3. Nf3 d5
13700921,Radoslaw Wojtaszek vs. Magnus Carlsen,"(2744) , (2862)",1-0,52,2015,1. d4 d6 2. Nf3 g6 3. c4 f5
13709125,Vassily Ivanchuk vs. Magnus Carlsen,"(2715) , (2862)",&frac12;-&frac12;,18,2015,1. d4 Nf6 2. c4 e6 3. Nf3 d5
13827141,Ian Nepomniachtchi vs. Magnus Carlsen,"(2705) , (2850)",&frac12;-&frac12;,24,2015,1. e4 e5 2. Nf3 Nc6 3. d4 exd4
13845907,Yuri Vovk vs. Magnus Carlsen,"(2617) , (2850)",&frac12;-&frac12;,94,2015,1. d4 d5 2. c4 e6 3. Nf3 a6
13700969,Magnus Carlsen vs. Wesley So,"(2862) , (2762)",&frac12;-&frac12;,34,2015,1. c4 Nf6 2. Nc3 e6 3. d4 Bb4
13709151,Magnus Carlsen vs. Maxime Vachier-Lagrave,"(2862) , (2757)",&frac12;-&frac12;,47,2015,1. d4 Nf6 2. c4 g6 3. Nc3 d5
13704671,Magnus Carlsen vs. Hou Yifan,"(2862) , (2673)",1-0,54,2015,1. e4 c5 2. Nf3 Nc6 3. d4 cxd4
13874857,Magnus Carlsen vs. Alexander Grischuk,"(2834) , (2747)",1-0,38,2015,1. Nf3 c5 2. e4 d6 3. Bb5+ Nd7
13852779,Magnus Carlsen vs. Jonathan Riley,"(2850) , (2850)",1-0,34,2015,1. g3 e5 2. c4 Nc6 3. Bg2 Bc5
13852777,Magnus Carlsen vs. Joerg Schewe,"(2862) , (2762)",1-0,40,2015,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6
13700969,Magnus Carlsen vs. Wesley So,"(2850) , (2850)",&frac12;-&frac12;,34,2015,1. c4 Nf6 2. Nc3 e6 3. d4 Bb4
13852775,Magnus Carlsen vs. Mark Prevezer,"(2659) , (2850)",1-0,30,2015,1. Nf3 Nf6 2. g3 Nc6 3. d4 e6
13827685,Magnus Carlsen vs. Lazaro Bruzon Batista,"(2850) , (2834)",1-0,59,2015,1. d4 Nf6 2. c4 e6 3. Nc3 d5
13852765,Magnus Carlsen vs. Bjoern Goldman,"(2784) , (2850)",0-1,18,2015,1. c4 e6 2. g3 Nf6 3. Bg2 d6
13852761,Magnus Carlsen vs. Kimmo Rekola,"(2758) , (2850)",0-1,15,2015,1. d4 Nf6 2. c4 e6 3. Nf3 d5
13864535,Magnus Carlsen vs. Anish Giri,"(2748) , (2850)",&frac12;-&frac12;,52,2015,1. e4 c5 2. Nf3 d6 3. d4 Nf6
13845591,Magnus Carlsen vs. Evgeny Tomashevsky,"(2661) , (2876)",1-0,44,2015,1. e4 c6 2. Bc4 d5 3. Bb3 dxe4
13288277,Magnus Carlsen vs. Radoslaw Wojtaszek,"(2677) , (2865)",1-0,38,2015,1. d4 Nf6 2. Bf4 d5 3. e3 c5
13827663,Magnus Carlsen vs. Daniil Dubov,"(2711) , (2863)",&frac12;-&frac12;,42,2015,1. d4 d5 2. c4 c6 3. Nc3 Nf6
13773391,Magnus Carlsen vs. Jon Ludvig Hammer,"(2765) , (2865)",1-0,55,2015,1. d4 d5 2. c4 e6 3. Nc3 c6
13715531,Magnus Carlsen vs. Etienne Bacrot,"(2706) , (2865)",&frac12;-&frac12;,46,2015,1. d4 Nf6 2. Nf3 g6 3. Bg5 Bg7
13749873,Magnus Carlsen vs. Maxime Vachier-Lagrave,"(2706) , (2865)",1-0,54,2015,1. Nf3 Nf6 2. g3 b5 3. Bg2 Bb7
13715529,Magnus Carlsen vs. Arkadij Naiditsch,"(2706) , (2862)",&frac12;-&frac12;,36,2015,1. d4 Nf6 2. c4 e6 3. Nf3 Bb4+
13715527,Magnus Carlsen vs. Arkadij Naiditsch,"(2734) , (2834)",1-0,40,2015,1. d4 Nf6 2. c4 e6 3. Nf3 Bb4+
13715525,Magnus Carlsen vs. Arkadij Naiditsch,"(2498) , (2863)",1-0,32,2015,1. e4 c5 2. Nf3 d6 3. d4 cxd4
13709123,Magnus Carlsen vs. Teimour Radjabov,"(2783) , (2850)",1-0,40,2015,1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6
13870657,Magnus Carlsen vs. Nino Batsiashvili,"(2784) , (2850)",&frac12;-&frac12;,57,2015,1. Nf3 d5 2. g3 Nf6 3. Bg2 c5
13749823,Magnus Carlsen vs. Vladimir Kramnik,"(2762) , (2850)",1-0,49,2015,1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6
13848381,Magnus Carlsen vs. Levon Aronian,"(2781) , (2876)",&frac12;-&frac12;,50,2015,1. d4 Nf6 2. Bf4 g6 3. Nf3 Bg7
13847101,Magnus Carlsen vs. Sergey Karjakin,"(2798) , (2862)",0-1,47,2015,1. d4 Nf6 2. Bf4 d5 3. e3 e6
13280825,Magnus Carlsen vs. Levon Aronian,"(2666) , 0",0-1,44,2015,1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6
13775929,Magnus Carlsen vs. Veselin Topalov,"0 , 0",0-1,60,2015,1. d4 d5 2. c4 c6 3. Nf3 Nf6
13709111,Magnus Carlsen vs. Ivan Saric,"0 , 0",&frac12;-&frac12;,49,2015,1. e4 c5 2. Nf3 Nc6 3. Nc3 Nf6
13826587,Magnus Carlsen vs. Maxime Vachier-Lagrave,"(2853) , (2731)",1-0,43,2015,1. Nf3 Nf6 2. c4 g6 3. g3 Bg7
13775891,Magnus Carlsen vs. Alexander Grischuk,"(2876) , (2781)",1-0,45,2015,1. Nf3 c5 2. e4 d6 3. d4 cxd4
13775883,Magnus Carlsen vs. Anish Giri,"(2876) , (2773)",&frac12;-&frac12;,76,2015,1. e4 c5 2. Nf3 d6 3. Bb5+ Nd7
13861485,Magnus Carlsen vs. Yu Yangyi,"(2834) , (2736)",1-0,42,2015,1. d4 Nf6 2. Bf4 d5 3. e3 e6
13288565,Magnus Carlsen vs. Ioannis Papaioannou,"(2850) , (2638)",&frac12;-&frac12;,41,2015,1. d4 Nf6 2. c4 e6 3. Nf3 Bb4+
13846499,Magnus Carlsen vs. Alexander Grischuk,"(2850) , (2774)",0-1,54,2015,1. Nf3 c5 2. e3 Nf6 3. d4 g6
13874867,Magnus Carlsen vs. Maxime Vachier-Lagrave,"(2834) , (2773)",1-0,57,2015,1. e4 c5 2. Nf3 d6 3. Bb5+ Bd7
13864683,Magnus Carlsen vs. Daniil Yuffa,"(2834) , (2504)",1-0,27,2015,1. c4 Nf6 2. Nf3 g6 3. g3 Bg7
13864941,Magnus Carlsen vs. Chao Li b,"(2834) , (2750)",1-0,36,2015,1. d4 Nf6 2. c4 g6 3. f3 d5
13827311,Magnus Carlsen vs. Gadir Guseinov,"(2850) , (2634)",1-0,28,2015,1. d4 Nf6 2. Nf3 g6 3. Bg5 Bg7
13826545,Magnus Carlsen vs. Wesley So,"(2853) , (2779)",1-0,56,2015,1. e4 c5 2. Nf3 d6 3. d4 cxd4
13284853,Magnus Carlsen vs. Yannick Pelletier,"(2850) , (2566)",0-1,59,2015,1. c4 Nf6 2. Nc3 c5 3. Nf3 e6
13826557,Magnus Carlsen vs. Alexander Grischuk,"(2853) , (2771)",0-1,66,2015,1. e4 c5 2. Nf3 d6 3. d4 cxd4
13704671,Magnus Carlsen vs. Hou Yifan,"(2862) , (2673)",1-0,54,2015,1. e4 c5 2. Nf3 Nc6 3. d4 cxd4
13279453,Magnus Carlsen vs. Vladimir Kramnik,"(2834) , (2796)",&frac12;-&frac12;,30,2015,1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6
13848787,Magnus Carlsen vs. Vladimir Akopian,"(2850) , (2648)",1-0,21,2015,1. e4 c5 2. Nf3 Nc6 3. Bb5 d6
13773523,Magnus Carlsen vs. Maxime Vachier-Lagrave,"(2876) , (2723)",0-1,74,2015,1. Nf3 Nf6 2. g3 b5 3. Bg2 Bb7
13846989,Magnus Carlsen vs. Peter Svidler,"(2850) , (2727)",&frac12;-&frac12;,54,2015,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6
13704645,Magnus Carlsen vs. Levon Aronian,"(2862) , (2797)",1-0,47,2015,1. d4 Nf6 2. c4 e6 3. Nf3 d5
13828033,Magnus Carlsen vs. Dennis Wagner,"(2850) , (2575)",1-0,44,2015,1. d4 Nf6 2. Bf4 d5 3. e3 c5
13773493,Magnus Carlsen vs. Levon Aronian,"(2876) , (2780)",&frac12;-&frac12;,43,2015,1. e4 e5 2. f4 exf4 3. Nf3 d5
13846193,Magnus Carlsen vs. Gawain C B Jones,"(2850) , (2623)",1-0,51,2015,1. c4 Nf6 2. Nc3 g6 3. g3 Bg7
13715575,Magnus Carlsen vs. David Baramidze,"(2865) , (2594)",1-0,49,2015,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6
13848495,Magnus Carlsen vs. Laurent Fressinet,"(2850) , (2702)",1-0,44,2015,1. d4 Nf6 2. a3 g6 3. Bf4 d6
13748137,Magnus Carlsen vs. Shakhriyar Mamedyarov,"(2863) , (2756)",1-0,29,2015,1. d4 d5 2. c4 c6 3. Nf3 Nf6
13848495,Magnus Carlsen vs. Laurent Fressinet,"(2850) , (2702)",1-0,44,2015,1. d4 Nf6 2. a3 g6 3. Bf4 d6
13748137,Magnus Carlsen vs. Shakhriyar Mamedyarov,"(2863) , (2756)",1-0,29,2015,1. d4 d5 2. c4 c6 3. Nf3 Nf6
13874857,Magnus Carlsen vs. Alexander Grischuk,"(2834) , (2747)",1-0,38,2015,1. Nf3 c5 2. e4 d6 3. Bb5+ Nd7
13776553,Magnus Carlsen vs. Levon Aronian,"(2876) , (2780)",1-0,40,2015,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6
13845415,Magnus Carlsen vs. Vassily Ivanchuk,"(2850) , (2726)",0-1,38,2015,1. d4 Nf6 2. Bg5 c5 3. Bxf6 gxf6
